title,link,summary,published
Ondas: $175 Million Acquisition Of Defense Contractor Mistral,https://pulse2.com/ondas-175-million-acquisition-of-defense-contractor-mistral/,"...military, homeland security, and public safety programs.Mistrals experience includes unmanned systems procurement, defense ... participation in multi-year Department of Defense contract vehicles and programs of record. The deal is expected to enhance...","Tue, 10 Mar 2026 05:34:02 GMT"
Wasatch Photonics: $39 Million Acquisition By FOSS Group,https://pulse2.com/wasatch-photonics-39-million-acquisition-by-foss-group/,"...compression. The company serves customers across multiple industries including medical, defense and security, laser manufacturing, and material processing.Wasatch Photonics technology is based in part on its patented high-efficiency volume phase...","Tue, 10 Mar 2026 05:31:32 GMT"
Evaluating Bengals Acquisition of Ex-Chiefs Safety Bryan Cook,https://www.filmogaz.com/186960,"This acquisition not only enhances the teams defense but also makes Cook one of the highest-paid safeties in NFL history ... step towards revitalizing the Bengals defense, particularly after the team was plagued by injury issues in the previous...","Tue, 10 Mar 2026 03:33:22 GMT"
Former Twitter lawyer says he received threats of World War III over Musk acquisition deal,https://www.courthousenews.com/former-twitter-lawyer-says-he-received-threats-of-world-war-iii-over-musk-acquisition-deal/,Ringler and Spiro are expected to testify for the defense Tuesday.A representative for the plaintiffs declined to comment. Representatives for the defense did not immediately respond to a request for comment.U.S. District Judge Charles R...,"Tue, 10 Mar 2026 02:17:53 GMT"
Cameroun colonial takeover: Deconstructing myths of territorial acquisition,https://thenationonlineng.net/cameroun-colonial-takeover-deconstructing-myths-of-territorial-acquisition/,"Chapters eleven and twelve document what Anyangwe describes as systematic human rights violations, including military violence, mass killings, kidnappings, and psychological warfare perpetrated by Camerounian forcesparticularly the Bataillon...","Tue, 10 Mar 2026 01:19:17 GMT"
Ondas Transforms into Defense Powerhouse with $175 Million Acquisition of Mistral Inc.,https://kttc.marketminute.com/article/marketminute-2026-3-9-ondas-transforms-into-defense-powerhouse-with-175-million-acquisition-of-mistral-inc,...to a Tier-1 defense prime contractor with immediate access to massive U.S. Department of Defense (DoD) contract vehicles ... of the Defense Contract Management Agency (DCMA).Winners and Losers: A New Hierarchy in Autonomous DefenseOndas Holdings...,"Mon, 09 Mar 2026 18:20:07 GMT"
"ParamountWarner merger signals new alliance of Silicon Valley, the Pentagon and Hollywood",https://www.wsws.org/en/articles/2026/03/10/uecp-m10.html,"...in what might be described as a modern Military-Industrial-Media Complex. Ellisons Oracle, founded on an early CIA... This infrastructure now forms the backbone of global defense through massive initiatives like the $9 billion Joint...","Tue, 10 Mar 2026 00:51:03 GMT"
Trump brothers back $2.5B drone startup merger with Powerus,https://www.newsbytesapp.com/news/business/trump-brothers-back-25b-drone-startup-merger-with-powerus/tldr,"Powerus builds heavy-lift drones and has military veterans on board. Founded in 2025 by Andrew Fox in West Palm Beach... Powerus's three subsidiaries, Kaizen Aerospace (big drones), Tandem Defense (tactical platforms), and Agile Autonomy...","Mon, 09 Mar 2026 23:28:20 GMT"
Raiders' Cornerback Trade: Grading the Acquisition of Taron Johnson (2026),https://appelloperlaquila.org/article/raiders-cornerback-trade-grading-the-acquisition-of-taron-johnson,"...Las Vegas wants to shape an identity on defense. Personally, I think this move embodies a larger theme: a team choosing ... you lean into your current leadership on defense. Its a move that says: wed rather have a known quantity who fits our...","Mon, 09 Mar 2026 22:50:33 GMT"
Jefferies reiterates Woodward stock Buy rating on acquisition,https://ph.investing.com/news/analyst-ratings/jefferies-reiterates-woodward-stock-buy-rating-on-acquisition-93CH-2275400,"Valve Research & Manufacturing produces high-precision flow control valves for aerospace and defense applications and employs 130 people. The business includes electromagnetic valve solutions such as solenoid valves, check valves, and relief...","Mon, 09 Mar 2026 22:32:10 GMT"
